Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39
MA010120220800434242,씨유신풍역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200135750000,1,대지,3575,,서울특별시 영등포구 신길동 3575,115603118015,서울특별시 영등포구 신풍로,33,,1156013200135750000009664,신영빌딩,서울특별시 영등포구 신풍로 33,150858,07393,,1,,126.910081975444,37.5003971491424
MA010120220813207430,GS25문래,에이스점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012100,문래동3가,1156012100100550020,1,대지,55,20,서울특별시 영등포구 문래동3가 55-20,115603000028,서울특별시 영등포구 경인로,775,,1156012100100540066000001,에이스하이테크시티,서울특별시 영등포구 경인로 775,150972,07299,,,,126.897543279645,37.5147489529039
MA010120220814028405,세븐일레븐신길우성점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200145710000,1,대지,4571,,서울특별시 영등포구 신길동 4571,115603118005,서울특별시 영등포구 대방천로,172,,1156013200145710000009060,우성3차,서울특별시 영등포구 대방천로 172,150860,07436,상가,,,126.909981860073,37.4990095238398
MA010120220800446192,GS25대림,본점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300110240011,1,대지,1024,11,서울특별시 영등포구 대림동 1024-11,115604154380,서울특별시 영등포구 디지털로54가길,2,,1156013300110240011002503,,서울특별시 영등포구 디지털로54가길 2,150824,07446,,1,,126.902994883624,37.488822617211
MA010120220809149917,한국신체장애인복지회지에스25R영등포4점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100180000,1,대지,18,,서울특별시 영등포구 영등포동3가 18,115604154817,서울특별시 영등포구 영중로8길,14,,1156010400100180000035366,,서울특별시 영등포구 영중로8길 14,150030,07302,,,,126.907017793334,37.5181806038293
MA010120220806865263,수,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100850001,1,대지,85,1,서울특별시 영등포구 여의도동 85-1,115603118020,서울특별시 영등포구 여의동로,280,,1156011000100860001000003,한강아파트,서울특별시 영등포구 여의동로 280,150897,07337,,,,126.939024388301,37.5249679940267
MA010120220800398054,세븐문래파라곤주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012400,문래동6가,1156012400100160002,1,대지,16,2,서울특별시 영등포구 문래동6가 16-2,115604154432,서울특별시 영등포구 선유로11길,12,,1156012400100160002037445,문래파라곤,서울특별시 영등포구 선유로11길 12,150096,07281,101,,,126.887413992216,37.5185960255948
MA010120220805367873,GS25당산NC점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011500,당산동5가,1156011500100160001,1,대지,16,1,서울특별시 영등포구 당산동5가 16-1,115603118017,서울특별시 영등포구 양평로,49,,1156011500100160001027493,,서울특별시 영등포구 양평로 49,150045,07213,,1,,126.900990235581,37.5341054163743
MA010120220809643560,GS25양평역길점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560610,양평1동,1156012600,양평동2가,1156012600100290006,1,대지,29,6,서울특별시 영등포구 양평동2가 29-6,115603118013,서울특별시 영등포구 선유서로,89,,1156012600100290006021436,,서울특별시 영등포구 선유서로 89,150102,07275,,1,,126.8851434671,37.5239277737047
MA010120220803553686,세븐일레븐양평,미소점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560610,양평1동,1156012700,양평동3가,1156012700100300019,1,대지,30,19,서울특별시 영등포구 양평동3가 30-19,115604154600,서울특별시 영등포구 양산로3길,9,,1156012700100300019020819,,서울특별시 영등포구 양산로3길 9,150103,07269,,1,,126.885071514386,37.5265856589936
MA010120220809785208,씨유도림이슬점,,G2,소매,G204,종합 소매,G20405,편의점,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11560,영등포구,11560585,도림동,1156011800,도림동,1156011800101410023,1,대지,141,23,서울특별시 영등포구 도림동 141-23,115604154214,서울특별시 영등포구 도림로112길,34,,1156011800101410023026737,,서울특별시 영등포구 도림로112길 34,150830,07369,,1,,126.903726030263,37.5094202107729
MA010120220807989118,지에스25S9선유도역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560620,양평2동,1156012900,양평동5가,1156012900100660001,1,대지,66,1,서울특별시 영등포구 양평동5가 66-1,115603118017,서울특별시 영등포구 양평로,124,,1156012900100660001000001,선유도역내부선유도역,서울특별시 영등포구 양평로 124,150105,07205,,,,126.893415376531,37.5381262936608
MA010120220810313976,씨유여의광복회관점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100170006,1,대지,17,6,서울특별시 영등포구 여의도동 17-6,115604154087,서울특별시 영등포구 국회대로62길,15,,1156011000100170006037161,,서울특별시 영등포구 국회대로62길 15,150874,07236,,1,,126.916928288299,37.5270808837668
MA010120220805535953,지에스25여의아일렉스,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100440037,1,대지,44,37,서울특별시 영등포구 여의도동 44-37,115603118028,서울특별시 영등포구 여의대방로,375,,1156011000100440037031543,아일렉스타워,서울특별시 영등포구 여의대방로 375,150890,07333,,,,126.930771703825,37.5188996974936
MA010120220800383158,GS25당산현대점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011400,당산동4가,1156011400100920000,1,대지,92,,서울특별시 영등포구 당산동4가 92,115604154070,서울특별시 영등포구 국회대로29길,3,,1156011400100920000028017,현대2차,서울특별시 영등포구 국회대로29길 3,150806,07219,,1,,126.896120997365,37.5289565184413
MA010120220800367565,씨유영등포,구청점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300103510000,1,대지,351,,서울특별시 영등포구 당산동3가 351,115603118004,서울특별시 영등포구 당산로,109,,1156011300103510000029397,,서울특별시 영등포구 당산로 109,150803,07260,,1,,126.896025180271,37.5246316262436
MA010120220803172871,세븐일레븐여의아일렉스점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100370000,1,대지,37,,서울특별시 영등포구 여의도동 37,115602118002,서울특별시 영등포구 의사당대로,108,,1156011000100370000031429,미성,서울특별시 영등포구 의사당대로 108,150795,07322,,1,,126.923993785308,37.5210128870586
MA010120220800397479,세븐당산２호점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560550,당산1동,1156011100,당산동1가,1156011100103080002,1,대지,308,2,서울특별시 영등포구 당산동1가 308-2,115603118004,서울특별시 영등포구 당산로,104,,1156011100103080002029660,,서울특별시 영등포구 당산로 104,150801,07265,,,,126.896467419925,37.5238751730345
MA010120220808534497,지에스25알영등포8점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100180000,1,대지,18,,서울특별시 영등포구 영등포동3가 18,115604154817,서울특별시 영등포구 영중로8길,14,,1156010400100180000035366,영등포케이빌딩,서울특별시 영등포구 영중로8길 14,150030,07302,,8,,126.907017793334,37.5181806038293
MA010120220800366123,씨유양평한신,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560620,양평2동,1156012900,양평동5가,1156012900100760000,1,대지,76,,서울특별시 영등포구 양평동5가 76,115604154625,서울특별시 영등포구 양평로24길,9,,1156012900100760000019143,한신아파트,서울특별시 영등포구 양평로24길 9,150751,07204,109,1,,126.891510800024,37.540683398393
MA010120220809732978,CU당산,강변점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011700,당산동,1156011700101210016,1,대지,121,16,서울특별시 영등포구 당산동 121-16,115604154420,서울특별시 영등포구 버드나루로20길,6,,1156011700101210016027981,,서울특별시 영등포구 버드나루로20길 6,150040,07225,,1,,126.908520689464,37.5287235036031
MA010120220808839798,씨유영등포삼환점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560690,신길7동,1156013200,신길동,1156013200108970001,1,대지,897,1,서울특별시 영등포구 신길동 897-1,115604154666,서울특별시 영등포구 여의대방로43라길,9,,1156013200108970001006127,삼환아파트,서울특별시 영등포구 여의대방로43라길 9,150782,07350,상가,1,,126.9191996757,37.5084497139132
MA010120220800449645,GS25대방역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560690,신길7동,1156013200,신길동,1156013200114320000,1,대지,1432,,서울특별시 영등포구 신길동 1432,115604154684,서울특별시 영등포구 여의대방로62길,2,,1156013200114320000006001,봉덕빌딩,서울특별시 영등포구 여의대방로62길 2,150855,07319,,1,,126.926670491177,37.5138155631163
MA010120220803005382,세븐당산현대점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011700,당산동,1156011700101210107,1,대지,121,107,서울특별시 영등포구 당산동 121-107,115603118010,서울특별시 영등포구 버드나루로,109,,1156011700101210107028215,현대뉴스타오피스텔,서울특별시 영등포구 버드나루로 109,150040,07229,,1,,126.907888286796,37.5277949805158
MA010120220810342522,지에스25에스대림역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560720,대림3동,1156013300,대림동,1156013300110500017,1,대지,1050,17,서울특별시 영등포구 대림동 1050-17,115603116010,서울특별시 영등포구 도림로,137,,1156013300110510014000001,선대림역,서울특별시 영등포구 도림로 137,150826,07415,,,,126.896612175101,37.4927455953355
MA010120220805413697,바디제작소픽미픽미,신길점,G2,소매,G204,종합 소매,G20405,편의점,G47216,빵류; 과자류 및 당류 소매업,11,서울특별시,11560,영등포구,11560515,영등포본동,1156013200,신길동,1156013200101940053,1,대지,194,53,서울특별시 영등포구 신길동 194-53,115604154340,서울특별시 영등포구 도신로53길,5,,1156013200101940053016153,,서울특별시 영등포구 도신로53길 5,150838,07315,,1,,126.914140114657,37.5118429309013
MA010120220807126333,세븐롯데뉴스테이문래점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012400,문래동6가,1156012400100570000,1,대지,57,,서울특별시 영등포구 문래동6가 57,115604154461,서울특별시 영등포구 선유로9길,30,,1156012400100210000000005,문래롯데캐슬,서울특별시 영등포구 선유로9길 30,150096,07282,,1,,126.884869140204,37.5184043618056
MA010120220807123650,지에스25양평지산점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560610,양평1동,1156012500,양평동1가,1156012500101200019,1,대지,120,19,서울특별시 영등포구 양평동1가 120-19,115604154700,서울특별시 영등포구 영등포로13길,18,,1156012500101200019022164,,서울특별시 영등포구 영등포로13길 18,150863,07272,,1,,126.889362809229,37.5240939819346
MA010120220803315379,지에스25여의,수정점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100320001,1,대지,32,1,서울특별시 영등포구 여의도동 32-1,115604154066,서울특별시 영등포구 국제금융로7길,3,,1156011000100320001031336,,서울특별시 영등포구 국제금융로7길 3,150883,07339,,,,126.9312094977,37.522567034622
MA010120220800362885,씨유문래,아카데미점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012100,문래동3가,1156012100100820020,1,대지,82,20,서울특별시 영등포구 문래동3가 82-20,115603118008,서울특별시 영등포구 문래로,89,,1156012100100820020000001,문래아카데미2,서울특별시 영등포구 문래로 89,150836,07294,,,,126.891948482814,37.519654434134
MA010120220805524490,미니스톱양평우림점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560610,양평1동,1156012700,양평동3가,1156012700100160000,1,대지,16,,서울특별시 영등포구 양평동3가 16,115603118016,서울특별시 영등포구 양산로,43,,1156012700100160000037212,양평동우림이비지센터,서울특별시 영등포구 양산로 43,150946,07270,,1,,126.887946244117,37.52575949991
MA010120220800441975,씨유대림하나,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560720,대림3동,1156013300,대림동,1156013300107210001,1,대지,721,1,서울특별시 영등포구 대림동 721-1,115604154153,서울특별시 영등포구 대림로27가길,19,,1156013300107210001001628,,서울특별시 영등포구 대림로27가길 19,150815,07413,,1,,126.898189953872,37.4966663441031
MA010120220813474355,지에스25대림승리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560720,대림3동,1156013300,대림동,1156013300106940006,1,대지,694,6,서울특별시 영등포구 대림동 694-6,115604154253,서울특별시 영등포구 도림로47길,13,,1156013300106940006001687,,서울특별시 영등포구 도림로47길 13,150813,07410,,1,,126.899864072464,37.496316382541
MA010120220808260638,CU여의도솔로몬,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100440005,1,대지,44,5,서울특별시 영등포구 여의도동 44-5,115604154688,서울특별시 영등포구 여의대방로69길,19,,1156011000100440005031608,,서울특별시 영등포구 여의대방로69길 19,150890,07333,,,,126.930419456602,37.5206023860499
MA010120220805320615,지에스25문래영시티점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012100,문래동3가,1156012100100550018,1,대지,55,18,서울특별시 영등포구 문래동3가 55-18,115604154404,서울특별시 영등포구 문래로28길,25,,1156012100100550018000001,,서울특별시 영등포구 문래로28길 25,150835,07298,N1,B1,,126.899972992499,37.516390861659
MA010120220808025628,씨유양평뉴,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560620,양평2동,1156012800,양평동4가,1156012800100760006,1,대지,76,6,서울특별시 영등포구 양평동4가 76-6,115604154453,서울특별시 영등포구 선유로49길,20,1,1156012800100760006020310,,서울특별시 영등포구 선유로49길 20-1,150866,07208,,1,,126.895499468831,37.5365604162506
MA010120220812957313,지에스25영등포더샵,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560630,신길1동,1156013200,신길동,1156013200149740000,1,대지,4974,,서울특별시 영등포구 신길동 4974,115604154031,서울특별시 영등포구 가마산로79길,37,,,더샵파크,서울특별시 영등포구 가마산로79길 37,150051,07361,상가,,,126.916712006817,37.5079254033889
MA010120220803510464,GS25영등포프레비뉴,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200149450000,1,대지,4945,,서울특별시 영등포구 신길동 4945,115603000023,서울특별시 영등포구 가마산로,442,,,,서울특별시 영등포구 가마산로 442,150053,07395,상가,,,126.90817625829,37.5051349716146
MA010120220811089662,세븐여의IFC점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100240000,1,대지,24,,서울특별시 영등포구 여의도동 24,115604154064,서울특별시 영등포구 국제금융로2길,7,,1156011000100240000031230,한주빌딩,서울특별시 영등포구 국제금융로2길 7,150877,07327,,1,,126.926829582302,37.5246457177567
MA010120220811505288,지에스25대림나누리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560720,대림3동,1156013300,대림동,1156013300107320005,1,대지,732,5,서울특별시 영등포구 대림동 732-5,115604154162,서울특별시 영등포구 대림로31길,26,,1156013300107320005001693,,서울특별시 영등포구 대림로31길 26,150815,07411,,1,,126.896019270374,37.4962770207632
MA010120220807417545,씨유편의점양평이레빌딩점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560620,양평2동,1156012800,양평동4가,1156012800100020000,1,대지,2,,서울특별시 영등포구 양평동4가 2,115603118012,서울특별시 영등포구 선유동2로,57,,1156012800100020000000001,이레빌딩,서울특별시 영등포구 선유동2로 57,150967,07212,,1,,126.896872290643,37.5338225819764
MA010120220807131120,세븐일레븐여의서울점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100210003,1,대지,21,3,서울특별시 영등포구 여의도동 21-3,115603118019,서울특별시 영등포구 여의나루로,117,,1156011000100210003031196,,서울특별시 영등포구 여의나루로 117,150875,07336,,1,,126.931059070968,37.5262250159461
MA010120220813833764,GS25대림제일,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300109940004,1,대지,994,4,서울특별시 영등포구 대림동 994-4,115602005010,서울특별시 영등포구 시흥대로,591,,1156013300109940004003981,일부,서울특별시 영등포구 시흥대로 591,150823,07445,,1,,126.90324762913,37.4857323679323
MA010120220805247141,GS25영등포역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010100,영등포동,1156010100106180091,1,대지,618,91,서울특별시 영등포구 영등포동 618-91,115604154040,서울특별시 영등포구 경인로102길,4,,1156010100106180091000025,,서울특별시 영등포구 경인로102길 4,150030,07306,,1,,126.906330561968,37.5159545829112
MA010120220800398215,세븐전경련회관점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100280001,1,대지,28,1,서울특별시 영등포구 여의도동 28-1,115602118001,서울특별시 영등포구 여의대로,24,,1156011000100280001000001,전경련신축회관,서울특별시 영등포구 여의대로 24,150756,07320,,,,126.919908857212,37.5221814910512
MA010120220800426268,세븐일레븐하나텔점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560585,도림동,1156011800,도림동,1156011800102650006,1,대지,265,6,서울특별시 영등포구 도림동 265-6,115603118007,서울특별시 영등포구 도영로,18,,1156011800102650006026014,하나빌딩,서울특별시 영등포구 도영로 18,150833,07375,,1,,126.895516551189,37.5080887580141
MA010120220800337640,씨유영등포,중앙점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010300,영등포동2가,1156010300101770002,1,대지,177,2,서울특별시 영등포구 영등포동2가 177-2,115603118022,서울특별시 영등포구 영등포로,255,,1156010300101770002035060,,서울특별시 영등포구 영등포로 255,150903,07252,,1,,126.909923771545,37.5191198988615
MA010120220814236084,세븐일레븐영등포,푸르지오점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560515,영등포본동,1156010100,영등포동,1156010100106470000,1,대지,647,,서울특별시 영등포구 영등포동 647,115604154317,서울특별시 영등포구 도신로29길,28,,1156010100106470000036985,영등포푸르지오,서울특별시 영등포구 도신로29길 28,150797,07365,102,1,,126.901957841917,37.5123019695887
MA010120220803050312,세븐일레븐영등포,시장점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100040005,1,대지,4,5,서울특별시 영등포구 영등포동3가 4-5,115603118022,서울특별시 영등포구 영등포로,236,1,1156010400100040005036098,영등포동,서울특별시 영등포구 영등포로 236-1,150030,07302,4,1,,126.907593478487,37.5191631488556
MA010120220800366056,씨유당산,그린점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560550,당산1동,1156011300,당산동3가,1156011300105580003,1,대지,558,3,서울특별시 영등포구 당산동3가 558-3,115603118011,서울특별시 영등포구 선유동1로,50,,1156011300105580003031017,PARK,서울특별시 영등포구 선유동1로 50,150804,07261,,1,,126.893205630793,37.5265212141836
MA010120220800397537,세븐당산３호점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560550,당산1동,1156011100,당산동1가,1156011100100830000,1,대지,83,,서울특별시 영등포구 당산동1가 83,115603118022,서울특별시 영등포구 영등포로,157,,1156011100100840000031003,,서울특별시 영등포구 영등포로 157,150800,07267,,,,126.899129616756,37.5210933795399
MA010120220802080178,GS25영등포사랑,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010400,영등포동3가,1156010400100130002,1,대지,13,2,서울특별시 영등포구 영등포동3가 13-2,115604154798,서울특별시 영등포구 영중로10길,40,,1156010400100130002035352,,서울특별시 영등포구 영중로10길 40,150030,07303,,,,126.909709769508,37.5183538829388
MA010120220803214738,지에스25영등포현대,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010700,영등포동6가,1156010700100830000,1,대지,83,,서울특별시 영등포구 영등포동6가 83,115604154712,서울특별시 영등포구 영등포로33길,3,1,1156010700100830000033416,,서울특별시 영등포구 영등포로33길 3-1,150030,07251,,1,,126.902365202402,37.520852827844
MA010120220810026619,지에스25여의월드점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100540006,1,대지,54,6,서울특별시 영등포구 여의도동 54-6,115604154687,서울특별시 영등포구 여의대방로68길,15,,1156011000100540006031578,,서울특별시 영등포구 여의대방로68길 15,150895,07343,,,,126.932876539075,37.5179638691603
MA010120220807110581,이마트24대림,신길점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560700,대림1동,1156013300,대림동,1156013300109070005,1,대지,907,5,서울특별시 영등포구 대림동 907-5,115604154490,서울특별시 영등포구 신길로15길,14,,1156013300109070005005871,,서울특별시 영등포구 신길로15길 14,150820,07427,,1,,126.906783766194,37.4971599810785
MA010120220812497744,씨유당산뉴보문점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011400,당산동4가,1156011400100320078,1,대지,32,78,서울특별시 영등포구 당산동4가 32-78,115604154116,서울특별시 영등포구 당산로38길,12,,1156011400100320078027550,,서울특별시 영등포구 당산로38길 12,150805,07220,,1,,126.899413571138,37.5286620381668
MA010120220804107837,GS25당산SK점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560560,당산2동,1156011400,당산동4가,1156011400100800000,1,대지,80,,서울특별시 영등포구 당산동4가 80,115604154119,서울특별시 영등포구 당산로41길,11,,1156011400100800000028673,당산SK,서울특별시 영등포구 당산로41길 11,150806,07217,E,1,,126.898324574262,37.5308144985413
MA010120220803435462,씨유문래라이프,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560605,문래동,1156012000,문래동2가,1156012000100350000,1,대지,35,,서울특별시 영등포구 문래동2가 35,115604154052,서울특별시 영등포구 경인로77길,19,,1156012000100350000024241,남성맨션아파트,서울특별시 영등포구 경인로77길 19,150092,07289,상가,,,126.891958121504,37.5129689991073
MA010120220803369285,셀립여의에프앤비,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560630,신길1동,1156013200,신길동,1156013200100650085,1,대지,65,85,서울특별시 영등포구 신길동 65-85,115603118022,서울특별시 영등포구 영등포로,389,,1156013200100650085017084,베니키아,서울특별시 영등포구 영등포로 389,150837,07318,,1,,126.921603109239,37.5138483486507
MA010120220808727120,지에스25양평현대점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560620,양평2동,1156012700,양평동3가,1156012700101010000,1,대지,101,,서울특별시 영등포구 양평동3가 101,115603005074,서울특별시 영등포구 선유로,201,,1156012700101010000020347,현대6차,서울특별시 영등포구 선유로 201,150791,07211,상가,1,,126.893787056487,37.5313511054557
MA010120220803372788,이마트24신길위브점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560515,영등포본동,1156013200,신길동,1156013200101890050,1,대지,189,50,서울특별시 영등포구 신길동 189-50,115604154550,서울특별시 영등포구 신길로60다길,1,,1156013200101890050015326,,서울특별시 영등포구 신길로60다길 1,150838,07311,,1,,126.913164374613,37.5144461187316
MA010120220813758179,씨유영등포,신성점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560630,신길1동,1156013200,신길동,1156013200104490022,1,대지,449,22,서울특별시 영등포구 신길동 449-22,115603118022,서울특별시 영등포구 영등포로,400,,1156013200104490023037841,신성빌딩,서울특별시 영등포구 영등포로 400,150852,07354,,1,,126.92245228565,37.5130289957042
MA010120220814368087,픽미픽미아이스영등포도림점,,G2,소매,G204,종합 소매,G20405,편의점,G47216,빵류; 과자류 및 당류 소매업,11,서울특별시,11560,영등포구,11560585,도림동,1156011800,도림동,1156011800102410008,1,대지,241,8,서울특별시 영등포구 도림동 241-8,115604154218,서울특별시 영등포구 도림로113길,3,6,1156011800102410008000001,,서울특별시 영등포구 도림로113길 3-6,150833,07374,,1,,126.899632980573,37.5084437191267
MA010120220812990285,세븐일레븐영등포역사점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560515,영등포본동,1156010100,영등포동,1156010100106180496,1,대지,618,496,서울특별시 영등포구 영등포동 618-496,115603000028,서울특별시 영등포구 경인로,846,,1156010100106180501000001,영등포민자역사,서울특별시 영등포구 경인로 846,150899,07306,,3,,126.907665657018,37.5156673130525
MA010120220804176933,씨유신길도림점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200102890006,1,대지,289,6,서울특별시 영등포구 신길동 289-6,115603118006,서울특별시 영등포구 도신로,120,,1156013200102890006013242,신영빌딩,서울특별시 영등포구 도신로 120,150847,07383,,1,,126.905424120022,37.5082052265532
